index,tweet,sentimen
13203,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkannya', 'disahkan']",Positif
13204,"['pengesahan', 'diambil', 'rapat', 'paripurna', 'sidang', 'iv', 'sidang', 'disahkan']",Positif
13205,"['beliau', 'sahkan', 'disahkan']",Positif
13206,"['perempuan', 'indonesia', 'korban', 'tindakan', 'kekerasan', 'seksual', 'disahkan']",Positif
13207,"['resmi', 'disahkan', 'bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13208,"['keren', 'banget', 'mbak', 'sah', 'disahkan']",Positif
13209,"['paham', 'keresahan', 'dialami', 'perempuan', 'terkait', 'kekerasan', 'seksual', 'sisi', 'tutup', 'aspirasi', 'perempuan', 'publik', 'mendorong', 'segerea', 'disahkan', 'disahkan']",Negatif
13210,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'permasalahanpermasalahan', 'kekerasan', 'seksual', 'marak', 'indonesia', 'disahkan']",Positif
13211,"['dinantikan', 'diharapkan', 'hadiah', 'manis', 'perempuan', 'menjelang', 'peringatan', 'kartini', 'disahkan']",Positif
13212,"['semangat', 'bu', 'mendukung', 'mu', 'disahkan']",Positif
13213,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13214,"['disahkan', 'mjd', 'bukti', 'perjuangan', 'korban', 'kekerasan', 'seksual']",Positif
13215,"['disahkan', 'wahh', 'terharu', 'banged', 'bu', 'terbaik']",Positif
13216,"['sidang', 'bu', 'terima', 'kasih', 'pimpinan', 'dewan', 'pimpinan', 'anggota', 'baleg', 'keras', 'menyelesaikan', 'pembahasan', 'disahkan']",Negatif
13217,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'permasalahanpermasalahan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13218,"['salut', 'mbak', 'konsisten', 'memperjuangkan', 'kepentingan', 'perempuan', 'disahkan']",Positif
13219,"['berharap', 'implementasi', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'perlindungan', 'anak', 'perempuan', 'indonesia', 'disahkan']",Positif
13220,"['dprri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidanakekerasan', 'seksualruu', 'undang', 'undang', 'membuatketua', 'dprpuan', 'maharaniikutmeneteskan', 'air', 'disahkan']",Positif
13221,"['melanjutkan', 'apresiasinya', 'pengesahan', 'disebutnya', 'hasil', 'komitmen', 'disahkan', 'disahkan']",Positif
13222,"['sosok', 'figur', 'konsisten', 'memperjuangkan', 'kepentingan', 'perempuan', 'disahkan']",Positif
13223,"['pembahasan', 'diwarnai', 'dinamika', 'diusulkan', 'pencapaian', 'keberhasilan', 'bangsa', 'indonesia', 'disahkan']",Positif
13224,"['koordinator', 'forum', 'perempuan', 'indonesia', 'berdaya', 'anis', 'mursi', 'wahdati', 'memandang', 'positif', 'mengapresiasi', 'sikap', 'wayan', 'disahkan']",Positif
13225,"['badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'dibawa', 'rapat', 'paripurna', 'disahkan', 'disahkan']",Positif
13226,"['peserta', 'hadir', 'menyambut', 'pengesahan', 'tepuk', 'tangan', 'disahkan']",Positif
13227,"['dprpuan', 'menyebut', 'pengesahan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'hadiah', 'perempuan', 'rakyat', 'indonesia', 'disahkan']",Positif
13228,"['disahkan', 'mantap', 'membela', 'perempuan']",Positif
13229,"['badan', 'legislasi', 'ri', 'oun', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'disahkan']",Positif
13230,"['disahkan', 'mementingkan', 'perempuan']",Positif
13231,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'disahkan']",Positif
13232,"['disahkan', 'menunggu', 'kabar', 'sekian']",Negatif
13233,"['sahkan', 'terharu', 'menangis', 'ikutan', 'baper', 'disahkan']",Negatif
13234,"['sidang', 'dipimpin', 'disahkan']",Positif
13235,"['mengapreasiasi', 'mbak', 'disahkan']",Positif
13236,"['sahkan', 'prioritas', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13237,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'disahkan']",Positif
13238,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'disahkan']",Positif
13239,"['prioritas', 'semenjak', 'disahkan']",Positif
13240,"['disahkan', 'diperjuangkan', 'terwujudkan']",Positif
13241,"['pengesahan', 'undang', 'undang', 'parat', 'memiliki', 'payung', 'hukum', 'menindak', 'bentuk', 'kekerasan', 'seksual', 'disahkan']",Positif
13242,"['prioritas', 'semenjak', 'disahkan']",Positif
13243,"['pengesahan', 'undang', 'undang', 'pasal', 'terkait', 'pidana', 'aborsi', 'revisi', 'kitab', 'hukum', 'undang', 'undang', 'pidana', 'rkuhp', 'disahkan']",Positif
13244,"['beranggapan', 'perempuan', 'indonesia', 'disahkan']",Positif
13245,"['menetes', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'semoga', 'ruang', 'pelaku', 'tindak', 'kekerasan', 'seksual', 'disahkan']",Positif
13246,"['just', 'sebagai', 'informasi', 'ges', 'memprioritaskan', 'disahkan']",Negatif
13247,"['sah', 'semoga', 'disahkannya', 'undang', 'undang', 'payung', 'hukum', 'keadilan', 'korban', 'kekerasan', 'seksual', 'disahkan']",Positif
13248,"['sahkannya', 'semoga', 'aman', 'kaum', 'perempuan', 'kekerasan', 'seksual', 'disahkan']",Positif
13249,"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13250,"['politikus', 'pdip', 'apresiasi', 'terima', 'kasih', 'proses', 'pembuatan', 'undang', 'undang', 'disahkan']",Positif
13251,"['sahnya', 'disambut', 'hangat', 'masyarakat', 'indonesia', 'kalangan', 'perempuan', 'perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'disahkan']",Positif
13252,"['dinilai', 'memenuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Netral
13253,"['ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'semoga', 'dampak', 'positif', 'disahkan']",Positif
13254,"['intinya', 'mempermudah', 'korban', 'kekerasan', 'seksual', 'keadilan', 'hukum', 'disahkan']",Netral
13255,"['konsen', 'terkait', 'menko', 'pmk', 'disahkan']",Netral
13256,"['dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'disahkan']",Positif
13257,"['bu', 'emnag', 'diapresiasi', 'disahkan']",Positif
13258,"['disahkan', 'terharu', 'meneteskan', 'air', 'disahkan']",Positif
13259,"['dipimpin', 'momen', 'bersejarah', 'disahkan', 'teman-teman', 'disahkan']",Positif
13260,"['inspirasi', 'ku', 'panutan', 'terbaik', 'disahkan']",Positif
13261,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
13262,"['video', 'momenmomen', 'disahkannya', 'terdengar', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'disahkan']",Negatif
13263,"['memenuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Netral
13264,"['dipimpin', 'momen', 'bersejarah', 'disahkan', 'disahkan']",Positif
13265,"['mengesahkan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'paripurna', 'persidangan', 'iv', 'sidang', 'gedung', 'disahkan']",Positif
13266,"['rapat', 'paripurna', 'momen', 'bersejarah', 'ditunggutunggu', 'masyarakat', 'disahkan']",Positif
13267,"['harapan', 'kaum', 'perempuan', 'indonesia', 'terwakili', 'disahkan']",Positif
13268,"['ruang', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Netral
13269,"['pengesahan', 'kado', 'spesial', 'banget', 'menjelang', 'kartini', 'disahkan']",Positif
13270,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'menjabat', 'menteri', 'koordinator', 'pembangunan', 'manusia', 'pmkm', 'merencanakan', 'undang', 'undang', 'disahkan']",Positif
13271,"['terharu', 'disahkan', 'ri', 'disahkan']",Positif
13272,"['menaruh', 'perhatian', 'serius', 'terkait', 'kekerasan', 'seksual', 'menginspirasi', 'sosok', 'panutan', 'disahkan']",Negatif
13273,"['jaminan', 'keamanan', 'perempuan', 'indonesia', 'disahkan']",Positif
13274,"['pernyataannya', 'menyeka', 'air', 'disahkan']",Negatif
13275,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'disahkan']",Positif
13276,"['rapat', 'paripurna', 'momen', 'bersejarah', 'ditunggutunggu', 'masyarakat', 'disahkan']",Positif
13277,"['rapat', 'paripurna', 'membahas', 'pemekaran', 'provinsi', 'papua', 'disahkan', 'inisiatif', 'disahkan']",Positif
13278,"['perwakilan', 'pejuang', 'berterima', 'kasih', 'merealisasikan', 'komitmennya', 'disahkan']",Positif
13279,"['momen', 'bersejarah', 'ditunggutunggu', 'masyarakat', 'disahkan', 'bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13280,"['berkat', 'bu', 'sahkan', 'terimakasih', 'peduli', 'disahkan']",Positif
13281,"['menjabat', 'menko', 'pmk', 'mendorong', 'menginsiasi', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rampung', 'disahkan', 'bangga', 'beliau', 'cerdas', 'disahkan']",Positif
13282,"['sembilan', 'fraksi', 'delapan', 'fraksi', 'setuju', 'catatan', 'dalamnya', 'supratman', 'disahkan']",Positif
13283,"['dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'meneteskan', 'air', 'disahkan']",Positif
13284,"['sahnya', 'disambut', 'hangat', 'masyarakat', 'indonesia', 'kalangan', 'perempuan', 'indonesia', 'disahkan']",Positif
13285,"['menepati', 'janji', 'konsisten', 'perjuangkan', 'disahkan']",Positif
13286,"['rapat', 'paripurna', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13287,"['apresiasi', 'terima', 'kasih', 'proses', 'pembuatan', 'disahkan']",Positif
13288,"['salut', 'perjuangan', 'membuahkan', 'hasil', 'disahkan']",Positif
13289,"['mengetuk', 'palu', 'memimpin', 'sidang', 'paripurna', 'kompleks', 'parlemen', 'senayan', 'jakarta', 'disahkan']",Positif
13290,"['prioritas', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13291,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'terharu', 'disahkan']",Positif
13292,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'disahkan']",Netral
13293,"['prioritas', 'beliau', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13294,"['terima', 'kasih', 'god', 'disahkan', 'seneng', 'bahagia', 'akutuhhhh']",Positif
13295,"['disahkannya', 'semoga', 'tindakan', 'semena', 'mena', 'perempuan', 'disahkan']",Positif
13296,"['pengesahan', 'dinanti', 'berbuah', 'manis', 'disetujui', 'disahkan']",Positif
13297,"['kabarnya', 'sekian', 'tunggu', 'disahkan']",Positif
13298,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'permasalahanpermasalahan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13299,"['mengetuk', 'palu', 'rapat', 'paripurna', 'disahkannya', 'undang', 'undang', 'forum', 'tepuk', 'tangan', 'meriah', 'disahkan']",Positif
13300,"['aktivis', 'perempuan', 'menilai', 'memiliki', 'momentum', 'mengesahka', 'april', 'disahkan']",Positif
13301,"['disahkan', 'bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13302,"['senang', 'disahkan']",Positif
13303,"['pengesahan', 'dinanti', 'disahkannya', 'diharapkan', 'hadiah', 'manis', 'menjelang', 'peringatan', 'kartini', 'disahkan']",Positif
13304,"['prioritas', 'disahkan', 'kemenangan', 'kaum', 'perempuan']",Positif
13305,"['salah', 'satunya', 'dana', 'bantuan', 'korban', 'komitmen', 'hadirnya', 'negara', 'korban', 'kekerasan', 'seksual', 'disahkan']",Positif
13306,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'disahkan']",Positif
13307,"['sosok', 'kartini', 'milenial', 'disahkan']",Positif
13308,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13309,"['korban', 'hak', 'penanganan', 'pelindungan', 'pemulihan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pasal', 'pasal', 'disahkan']",Negatif
13310,"['video', 'momenmomen', 'disahkannya', 'terdengar', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'semoga', 'dampak', 'positif', 'disahkan']",Negatif
13311,"['konsisten', 'perjuangkan', 'perempuan', 'terlindungi', 'disahkan']",Positif
13312,"['aaaaa', 'seneng', 'denger', 'disahkan']",Positif
13313,"['perjuangan', 'disahkannya', 'dibilang', 'mudah', 'perjuangan', 'berkat', 'usaha', 'harapan', 'kaum', 'perempuan', 'terwakili', 'disahkan']",Positif
13314,"['fraksi', 'menyetujui', 'disahkan', 'disahkan']",Positif
13315,"['perjalanan', 'pengesahan', 'kerap', 'menemui', 'likaliku', 'kegigihan', 'semangat', 'juang', 'bu', 'mulia', 'disahkan']",Positif
13316,"['diperjuangkan', 'sah', 'mengetuk', 'palu', 'sahkannya', 'disahkan']",Positif
13317,"['yeyyey', 'ikutan', 'seneng', 'denger', 'disahkan']",Positif
13318,"['berharap', 'melindungi', 'perempuan', 'anak', 'kekerasan', 'seksual', 'disahkan']",Positif
13319,"['perempuan', 'indonesia', 'korban', 'tindakan', 'kekerasan', 'seksual', 'dibutuhkan', 'disahkan']",Positif
13320,"['konsisten', 'memperjuangkan', 'perempuan', 'disahkan']",Positif
13321,"['bangga', 'disahkannya', 'disahkan']",Positif
13322,"['sahnya', 'disambut', 'hangat', 'masyarakat', 'indonesia', 'kalangan', 'perempuan', 'disahkan']",Positif
13323,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
13324,"['penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'disahkan']",Positif
13325,"['emansipasi', 'kemajuan', 'kaum', 'hawa', 'disahkan']",Negatif
13326,"['harapan', 'kaum', 'perempuan', 'terpenuhi', 'disahkan', 'disahkan']",Positif
13327,"['kejelasan', 'payung', 'hukum', 'perlindungan', 'perempuan', 'disahkan']",Positif
13328,"['pandangan', 'mini', 'fraksi', 'delapan', 'sembilan', 'fraksi', 'menyetujui', 'disahkan', 'undang', 'undang', 'disahkan']",Positif
13329,"['disahkan', 'bu', 'hebat']",Positif
13330,"['perjuangan', 'terbayarkan', 'perjuangan', 'sia', 'sia', 'disahkan']",Negatif
13331,"['disahkan', 'kado', 'spesial', 'memperingati', 'kartini', 'april']",Positif
13332,"['ksbe', 'sisanya', 'victim', 'trust', 'fund', 'restitusi', 'korban', 'kaum', 'disabilitas', 'disahkan']",Positif
13333,"['pembahasan', 'pdp', 'diperpanjang', 'disahkan']",Positif
13334,"['salut', 'perjuangan', 'mbak', 'beliau', 'konsisten', 'memperjuangkan', 'disahkan']",Positif
13335,"['diharapkan', 'disahkan', 'april', 'disahkan']",Positif
13336,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'permasalahanpermasalahan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13337,"['koordinator', 'forum', 'perempuan', 'indonesia', 'berdaya', 'mendukung', 'penuh', 'mengapresiasi', 'sikap', 'isu', 'disahkan']",Positif
13338,"['lupa', 'terima', 'kasih', 'pimpinan', 'dewan', 'pimpinan', 'anggota', 'baleg', 'keras', 'menyelesaikan', 'pembahasan', 'disahkan']",Negatif
13339,"['konsisten', 'memperjuangkan', 'disahkan']",Positif
13340,"['salah', 'poin', 'penolakan', 'pks', 'memasukkan', 'lengkap', 'tindak', 'pidana', 'kesusilaan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'perzinaan', 'penyimpangan', 'seksual', 'pembahasan', 'kekerasan', 'seksual', 'disahkan']",Negatif
13341,"['berharap', 'implementasi', 'menyelesaikan', 'permasalahan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13342,"['rapat', 'paripurna', 'momen', 'bersejarah', 'ditunggutunggu', 'masyarakat', 'disahkan', 'bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13343,"['yeyy', 'seneng', 'bgtt', 'finally', 'ygy', 'disahkan']",Positif
13344,"['isak', 'tangis', 'sahkan', 'disahkan']",Negatif
13345,"['salut', 'perjuangan', 'bu', 'berkat', 'bu', 'disahkan']",Positif
13346,"['upaya', 'mengesahkan', 'disahkan']",Positif
13347,"['konsisten', 'perjuangkan', 'disahkan']",Positif
13348,"['undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'hasil', 'komitmen', 'ruang', 'kekerasan', 'seksual', 'disahkan']",Positif
13349,"['rapat', 'paripurna', 'pengesahan', 'dihadiri', 'organisasi', 'terkait', 'perempuan', 'organisasi', 'perempuan', 'indonesia', 'apik', 'jakarta', 'perhimpunan', 'jiwa', 'sehat', 'seni', 'indonesia', 'dan', 'lain-lain', 'disahkan']",Positif
13350,"['pengesahan', 'sesenggukan', 'mengusap', 'air', 'matanya', 'forum', 'ucapkan', 'terimakasih', 'buk', 'disahkan']",Positif
13351,"['dinilai', 'penuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Positif
13352,"['pembahasan', 'disahkan', 'posisinya', 'beliau', 'konsen', 'terkait', 'menko', 'pmk', 'disahkan']",Positif
13353,"['pengkajian', 'pembahasan', 'pdp', 'diperpanjang', 'disahkan']",Positif
13354,"['konsistensi', 'memperjuangkan', 'perlindungan', 'perempuan', 'patut', 'diapresiasikan', 'disahkan']",Netral
13355,"['salut', 'memenuhi', 'harapan', 'perempuan', 'disahkan']",Netral
13356,"['terharu', 'mbak', 'mewujudkan', 'tujuannya', 'disahkan']",Positif
13357,"['pengesahan', 'melibatkan', 'perjalanan', 'disahkan', 'undang', 'undang', 'disahkan']",Positif
13358,"['pandangan', 'mini', 'fraksi', 'delapan', 'sembilan', 'fraksi', 'menyetujui', 'disahkan', 'undang', 'undang', 'fraksi', 'pks', 'menolak', 'pengesahan', 'disahkan']",Positif
13359,"['disahkan', 'dipungkiri', 'prioritas']",Positif
13360,"['masyarakat', 'bahagia', 'pengesahan', 'trend', 'topic', 'twitter', 'disahkan']",Positif
13361,"['proses', 'disahkan', 'perempuan', 'terharu']",Positif
13362,"['sahkannn', 'disahkan']",Positif
13363,"['rencananya', 'mengesahkan', 'disahkan']",Positif
13364,"['rapat', 'paripurna', 'membahas', 'pemekaran', 'provinsi', 'papua', 'disahkan', 'inisiatif', 'disahkan']",Positif
13365,"['mengusap', 'air', 'matanya', 'ruang', 'rapat', 'paripurna', 'pengesahan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Negatif
13366,"['diharapkan', 'disahkan', 'april', 'disahkan']",Positif
13367,"['prioritas', 'semenjak', 'konsisten', 'dipertahankan', 'disahkan']",Positif
13368,"['dipimpin', 'momen', 'bersejarah', 'disahkan', 'disahkan']",Positif
13369,"['payung', 'hukum', 'keadilan', 'korban', 'efek', 'jera', 'pelaku', 'kekerasan', 'seksual', 'disahkan', 'disahkan']",Positif
13370,"['wahh', 'sekian', 'menunggu', 'disahkan']",Netral
13371,"['titik', 'terang', 'tps', 'disahkan', 'harapab', 'perempuan', 'bnr', 'bu', 'perjuangkan', 'banget', 'disahkan']",Positif
13372,"['alhamdullilah', 'sekalii', 'disahkan']",Positif
13373,"['harapan', 'terbaik', 'cita', 'citakan', 'bangsa', 'disahkan']",Positif
13374,"['meneteskan', 'air', 'disahkan']",Positif
13375,"['bukti', 'perjuangan', 'korbankorban', 'kekerasan', 'seksual', 'disahkan']",Positif
13376,"['keren', 'abisss', 'disahkan']",Positif
13377,"['diresmikan', 'ri', 'tanggal', 'april', 'kemarin', 'memperjuangkannya', 'masyarakat', 'bergejolak', 'aksi', 'demonstrasi', 'disahkan']",Negatif
13378,"['setuju', 'banget', 'prioritas', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13379,"['disahkan', 'terharu', 'meneteskan', 'air', 'disahkan']",Positif
13380,"['menjabat', 'menko', 'pmk', 'mendorong', 'menginsiasi', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rampung', 'disahkan', 'bangga', 'banget', 'sukses', 'perjuangannya', 'bu', 'disahkan']",Positif
13381,"['salut', 'bangga', 'perjuangan', 'sia', 'sia', 'disahkan']",Negatif
13382,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'hadiah', 'rakyat', 'indonesia', 'kemajuan', 'bangsa', 'indonesia', 'disahkan']",Positif
13383,"['mendesak', 'disahkan', 'undang', 'undang', 'pelindung', 'perempuan', 'indonesia', 'pelaku', 'kekerasan', 'seksual', 'disahkan']",Positif
13384,"['ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'disahkan']",Positif
13385,"['memenuhi', 'aspirasi', 'kaum', 'perempuan', 'disahkan']",Netral
13386,"['menko', 'pmk', 'mendorong', 'menginisiasi', 'bersyukur', 'upayanya', 'berbuah', 'sukses', 'disahkan']",Positif
13387,"['hadiah', 'terindah', 'perempuan', 'april', 'disahkan']",Positif
13388,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'disahkan']",Netral
13389,"['konsistensi', 'perjuangan', 'kaum', 'perempuan', 'disahkan']",Positif
13390,"['video', 'momenmomen', 'disahkannya', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'terharu', 'disahkan', 'disahkan']",Negatif
13391,"['harapan', 'tunggu', 'disahkan']",Positif
13392,"['mendesak', 'disahkan', 'undang', 'undang', 'pelindung', 'perempuan', 'indonesia', 'pelaku', 'kekerasan', 'seksual', 'disahkan']",Positif
13393,"['kehadiran', 'negara', 'keadilan', 'perlindungan', 'korban', 'kekerasan', 'seksual', 'fenomena', 'gunung', 'es', 'disahkan']",Positif
13394,"['badan', 'legislasi', 'ri', 'menyetujui', 'tindak', 'pidana', 'kekerasan', 'seksual', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'disahkan']",Positif
13395,"['proses', 'disahkannya', 'undang', 'undang', 'pemimpin', 'sidang', 'disahkan']",Positif
13396,"['pengesahan', 'undang', 'undang', 'hadiah', 'perempuan', 'indonesia', 'disahkan']",Positif
13397,"['gila', 'inimah', 'suparior', 'keren', 'disahin', 'disahkan']",Positif
13398,"['disahkan', 'penuh', 'perjungan', 'lika', 'liku']",Positif
13399,"['figur', 'konsisten', 'memperjuangkan', 'kepentingan', 'perempuan', 'disahkan']",Positif
13400,"['ri', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'disahkan']",Positif
13401,"['harapan', 'disahkan', 'secepatnya', 'april', 'disahkan']",Positif
13402,"['pernyataannya', 'menyeka', 'air', 'disahkan']",Negatif
13403,"['penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'undang', 'undang', 'disahkan']",Positif
13404,"['gigih', 'memperjuangkan', 'salut', 'banget', 'disahkan']",Positif
13405,"['terharu', 'disahkan']",Positif
13406,"['pandangan', 'mini', 'fraksi', 'delapan', 'sembilan', 'fraksi', 'menyetujui', 'disahkan', 'undang', 'undang', 'disahkan']",Positif
13407,"['selamat', 'anggota', 'kip', 'periode', 'terpilihdan', 'anggota', 'dewan', 'komisioner', 'ojk', 'terpilih', 'semoga', 'menjalakan', 'tugas', 'disahkan']",Negatif
13408,"['disahkan', 'menjabat', 'menko', 'pmk', 'memprioritaskan']",Positif
13409,"['rapat', 'paripurna', 'dipimpin', 'menangis', 'mengesahkan', 'selamaaat', 'bu', 'terimakasih', 'disahkan']",Positif
13410,"['semoga', 'mendorong', 'mengesahkan', 'disahkan']",Positif
13411,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'permasalahanpermasalahan', 'kekerasan', 'seksual', 'indonesia', 'disahkan']",Positif
13412,"['memenuhi', 'harapan', 'kaum', 'perempuan', 'disahkan']",Netral
13413,"['koordinator', 'forpida', 'anisa', 'mursidawati', 'mendukung', 'penuh', 'mengapresiasi', 'sikap', 'isu', 'disahkan']",Positif
13414,"['salut', 'beliau', 'perhatian', 'terkait', 'kekerasan', 'seksual', 'perhatian', 'disahkan']",Positif
13415,"['memperjuangkan', 'pengesahan', 'disahkan', 'ri', 'selamat', 'kaum', 'perempuan', 'indonesia', 'disahkan']",Positif
13416,"['yeayyyy', 'kabar', 'disahkan']",Positif
13417,"['disahkan', 'tps', 'mendi', 'prioritas', 'menjabat', 'menko', 'pmk']",Positif
13418,"['terbaik', 'disahkan']",Positif
13419,"['prioritas', 'menjabat', 'menko', 'pmk', 'disahkan']",Positif
13420,"['tujuan', 'bu', 'tercapai', 'berkat', 'kegigihan', 'tiada', 'henti', 'disahkan']",Negatif
13421,"['memprioritaskan', 'disahkan']",Positif
13422,"['salut', 'terimakasih', 'aktivia', 'perempuan', 'disahkan']",Positif
13423,"['ketuadprpuan', 'maharanisudah', 'menaruh', 'perhatian', 'serius', 'terkait', 'persoalankekerasan', 'seksual', 'disahkan']",Negatif
13424,"['berharap', 'implementasi', 'undang', 'undang', 'payung', 'hukum', 'keadilan', 'korban', 'kekerasan', 'seksual', 'disahkan']",Positif
13425,"['salah', 'poin', 'penolakan', 'pks', 'memasukkan', 'lengkap', 'jenisjenis', 'tindak', 'pidana', 'kesusilaan', 'disahkan']",Netral
13426,"['politikus', 'pdip', 'apresiasi', 'terima', 'kasih', 'proses', 'pembuatan', 'perwakilan', 'kaum', 'perempuan', 'berterima', 'kasih', 'disahkan']",Positif
13427,"['berita', 'terbaru', 'rencananya', 'mengesahkan', 'disahkan']",Positif
13428,"['kaum', 'perempuan', 'senang', 'disahkan']",Positif
13429,"['disahkannya', 'tonggak', 'bersejarah', 'salah', 'perjuangan', 'masyarakat', 'disahkan']",Positif
13430,"['salah', 'bentuk', 'kepedulian', 'kaum', 'perempuan', 'disahkan']",Positif
13431,"['depannya', 'bersepakat', 'implementasi', 'undang', 'undang', 'mitigasiperlindungan', 'perempuandan', 'anak', 'penanganannya', 'disahkan']",Positif
13432,"['terimakasih', 'perhatian', 'perempuan', 'disahkan']",Positif
13433,"['melindungi', 'perempuan', 'disahkan']",Positif
13434,"['mengapresiasi', 'pengesahan', 'disebutnya', 'hasil', 'komitmen', 'disahkan']",Positif
13435,"['mendesak', 'disahkan', 'melindungi', 'perempuan', 'disahkan']",Positif
